Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-18 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-18 19:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 23:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 23:03:00, 85000, 2026-01-18 08:22:19, 2026-01-18 08:22:19))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 10:06:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 10:06:00, 85000, 2026-01-18 08:22:19, 2026-01-18 08:22:19))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 16:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 16:15:00, 85000, 2026-01-18 08:22:19, 2026-01-18 08:22:19))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 21:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 21:03:00, 85000, 2026-01-18 08:22:19, 2026-01-18 08:22:19))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 10:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 10:11:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 13:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 13:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 16:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 16:12:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 10:14:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 10:14:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 19:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 19:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 13:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 13:10:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 21:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 21:15:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 23:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 23:10:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 21:07:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 21:07:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 10:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 10:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-18 19:04:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-18 19:04:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:00:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:02:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:11:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:04:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:04:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:15:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:02:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:12:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:00:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:15:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:07:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:07:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:01:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:02:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:01:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:11:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:02:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:01:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:07:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:07:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:00:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:14:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:14:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:09:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:10:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:00:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:08:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:02:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:07:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:07:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:10:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:06:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:06:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 13:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 13:03:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:15:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 19:04:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 19:04:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 23:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 23:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:13:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:05:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 10:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 10:10:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 21:14:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 21:14:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
Error for movie Now You See Me 3: Now You Don't (ID: 3) time 2026-01-19 16:07:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (3, ?, 2026-01-19 16:07:00, 85000, 2026-01-18 08:22:20, 2026-01-18 08:22:20))
